6	41,482399
6,5	43,300218
7	43,692291
7,5	43,64298
8	43,627032
8,5	43,874061
9	44,490136
9,5	44,713514
10	44,446499
10,5	44,101431
11	43,832378
11,5	43,392994
12	43,439967
12,5	44,183838
13	44,236431
13,5	44,300394
14	43,867036
14,5	44,008915
15	43,941812
15,5	44,343433
16	45,468454
16,5	45,227898
17	44,858933
17,5	44,372417
18	43,072593
